Chr1	20870	22589	11	1719
Chr1	261590	262492	18	902
Chr1	431132	432270	11	1138
Chr1	433126	434998	13	1872
Chr1	435541	437116	20	1575
Chr1	437222	438055	28	833
Chr1	438055	438758	18	703
Chr1	553447	554083	12	636
Chr1	555390	556371	10	981
Chr1	644163	645260	14	1097
Chr1	893388	894320	14	932
Chr1	1164499	1165486	27	987
Chr1	1198571	1199379	19	808
Chr1	1291362	1291962	15	600
Chr1	1291962	1293063	30	1101
Chr1	1434531	1435295	30	764
Chr1	1445790	1448799	22	3009
Chr1	1448800	1450698	20	1898
Chr1	1528083	1529097	26	1014
Chr1	1617541	1618933	10	1392
Chr1	1709672	1710709	23	1037
Chr1	2034034	2035971	30	1937
Chr1	2160428	2161147	11	719
Chr1	2238102	2239438	31	1336
Chr1	2297356	2299608	14	2252
Chr1	2299816	2302048	14	2232
Chr1	2535739	2539070	21	3331
Chr1	2792708	2793760	31	1052
Chr1	2793760	2804976	30	11216
Chr1	3027779	3028588	13	809
Chr1	3066630	3067944	16	1314
Chr1	3135766	3136679	22	913
Chr1	3200534	3202565	12	2031
Chr1	3216345	3218481	14	2136
Chr1	3268130	3269287	30	1157
Chr1	3333213	3337804	30	4591
Chr1	3346751	3347358	12	607
Chr1	3364845	3365623	29	778
Chr1	3417860	3419139	11	1279
Chr1	3502060	3503249	17	1189
Chr1	3766460	3767302	28	842
Chr1	3775354	3776127	22	773
Chr1	3778592	3779550	27	958
Chr1	3785080	3790029	15	4949
Chr1	3790030	3790629	12	599
Chr1	3808857	3810234	17	1377
Chr1	3810243	3812283	17	2040
Chr1	3828459	3829731	15	1272
Chr1	3829997	3832008	29	2011
Chr1	3832008	3833303	25	1295
Chr1	4114620	4115332	25	712
Chr1	4148045	4151723	13	3678
Chr1	4201344	4203084	28	1740
Chr1	4264104	4266597	20	2493
Chr1	4295645	4298891	14	3246
Chr1	4304083	4306935	30	2852
Chr1	4312652	4313522	10	870
Chr1	4318140	4319597	18	1457
Chr1	4334208	4338704	27	4496
Chr1	4410318	4414096	20	3778
Chr1	4414461	4415432	22	971
Chr1	4586124	4587654	15	1530
Chr1	4686678	4690449	14	3771
Chr1	5048527	5049804	31	1277
Chr1	5175232	5176968	11	1736
Chr1	5356141	5360795	29	4654
Chr1	5374519	5376310	20	1791
Chr1	5376310	5378912	19	2602
Chr1	5395739	5396993	30	1254
Chr1	5396993	5398904	25	1911
Chr1	5464765	5468671	31	3906
Chr1	5525069	5532191	11	7122
Chr1	5532634	5536212	12	3578
Chr1	5600251	5600807	29	556
Chr1	5660576	5663569	31	2993
Chr1	5683583	5686187	31	2604
Chr1	5704275	5705395	30	1120
Chr1	5867270	5867832	29	562
Chr1	5867832	5868578	13	746
Chr1	5868578	5869431	12	853
Chr1	5903237	5904222	27	985
Chr1	5916045	5920859	11	4814
Chr1	6013920	6018112	10	4192
Chr1	6144801	6145512	20	711
Chr1	6160724	6163188	19	2464
Chr1	6201186	6201715	11	529
Chr1	6266927	6267713	31	786
Chr1	6460076	6460669	17	593
Chr1	6481793	6482384	10	591
Chr1	6518821	6519630	13	809
Chr1	6542753	6543775	14	1022
Chr1	6543775	6547869	12	4094
Chr1	6661496	6664694	22	3198
Chr1	6713661	6714534	13	873
Chr1	6723401	6725093	24	1692
Chr1	6727212	6727757	26	545
Chr1	6740200	6741700	13	1500
Chr1	6747315	6748563	18	1248
Chr1	6951530	6953131	20	1601
Chr1	7027884	7029671	29	1787
Chr1	7029673	7030387	20	714
Chr1	7030387	7031222	19	835
Chr1	7031223	7031846	17	623
Chr1	7031846	7032394	15	548
Chr1	7039542	7041621	20	2079
Chr1	7070002	7073198	24	3196
Chr1	7073198	7073718	25	520
Chr1	7073718	7075753	24	2035
Chr1	7075852	7079641	26	3789
Chr1	7080116	7080924	25	808
Chr1	7080924	7082367	24	1443
Chr1	7203461	7204140	19	679
Chr1	7259307	7261561	27	2254
Chr1	7357275	7357862	26	587
Chr1	7357862	7368237	25	10375
Chr1	7368490	7369543	27	1053
Chr1	7396618	7397741	25	1123
Chr1	7397741	7399628	10	1887
Chr1	7510998	7511998	17	1000
Chr1	7720258	7722467	20	2209
Chr1	7722468	7724592	18	2124
Chr1	7724882	7727660	17	2778
Chr1	7730438	7730978	17	540
Chr1	7766457	7767074	16	617
Chr1	7913965	7914874	10	909
Chr1	7964462	7966371	28	1909
Chr1	7974465	7979712	29	5247
Chr1	7990237	7991533	27	1296
Chr1	8158991	8159634	16	643
Chr1	8182910	8183647	10	737
Chr1	8195082	8195671	19	589
Chr1	8209822	8210725	15	903
Chr1	8240734	8243902	10	3168
Chr1	8243902	8244908	11	1006
Chr1	8292885	8293669	16	784
Chr1	8294081	8294617	10	536
Chr1	8324688	8325694	12	1006
Chr1	8368340	8369885	12	1545
Chr1	8369885	8371812	11	1927
Chr1	8379661	8380259	19	598
Chr1	8453155	8457419	16	4264
Chr1	8457419	8458592	23	1173
Chr1	8458594	8461676	17	3082
Chr1	8461678	8462613	22	935
Chr1	8462613	8463464	21	851
Chr1	8463892	8466395	17	2503
Chr1	8467065	8474764	18	7699
Chr1	8477406	8482693	23	5287
Chr1	8482693	8485992	21	3299
Chr1	8492987	8494524	27	1537
Chr1	8494524	8497957	30	3433
Chr1	8497957	8500245	27	2288
Chr1	8500245	8500848	30	603
Chr1	8544003	8544876	22	873
Chr1	8544876	8546278	20	1402
Chr1	8595048	8595941	10	893
Chr1	8649606	8651132	24	1526
Chr1	8651283	8653349	24	2066
Chr1	8681672	8682717	25	1045
Chr1	8694648	8695609	19	961
Chr1	8695609	8697050	21	1441
Chr1	8734489	8738833	25	4344
Chr1	8772869	8778124	15	5255
Chr1	8778124	8780764	28	2640
Chr1	8781113	8782947	30	1834
Chr1	8782947	8785114	31	2167
Chr1	8785114	8791928	30	6814
Chr1	8791928	8811496	28	19568
Chr1	8811496	8812708	29	1212
Chr1	8812708	8815629	28	2921
Chr1	8815630	8818439	28	2809
Chr1	8818440	8820163	30	1723
Chr1	8820361	8822398	29	2037
Chr1	8822398	8824563	31	2165
Chr1	8824563	8834941	29	10378
Chr1	8834941	8839090	31	4149
Chr1	8839094	8851149	29	12055
Chr1	8851149	8851856	30	707
Chr1	8851856	8853316	27	1460
Chr1	8853645	8857633	13	3988
Chr1	8949788	8955410	31	5622
Chr1	9026974	9029344	25	2370
Chr1	9029344	9029863	28	519
Chr1	9029863	9032496	25	2633
Chr1	9032496	9037849	28	5353
Chr1	9037852	9038655	10	803
Chr1	9102750	9103524	12	774
Chr1	9103524	9104082	19	558
Chr1	9104082	9105059	18	977
Chr1	9312991	9314539	18	1548
Chr1	9326901	9327961	14	1060
Chr1	9327961	9329317	10	1356
Chr1	9390478	9395612	29	5134
Chr1	9406464	9407849	23	1385
Chr1	9440382	9441248	10	866
Chr1	9462663	9465885	21	3222
Chr1	9465885	9468546	15	2661
Chr1	9498307	9499755	25	1448
Chr1	9499755	9502939	23	3184
Chr1	9628641	9630325	15	1684
Chr1	9698783	9701995	21	3212
Chr1	9701995	9704938	22	2943
Chr1	9705404	9705957	24	553
Chr1	9706290	9711543	14	5253
Chr1	9711543	9713561	16	2018
Chr1	9887684	9889720	26	2036
Chr1	10026087	10027161	24	1074
Chr1	10037224	10038088	13	864
Chr1	10099001	10099692	28	691
Chr1	10173661	10175076	19	1415
Chr1	10175079	10179096	30	4017
Chr1	10359730	10360720	11	990
Chr1	10364164	10364824	19	660
Chr1	10369418	10371661	24	2243
Chr1	10519847	10520587	12	740
Chr1	10547038	10548485	15	1447
Chr1	10548923	10549519	24	596
Chr1	10549525	10550208	17	683
Chr1	10550208	10551980	21	1772
Chr1	10551984	10552505	12	521
Chr1	10619989	10620624	25	635
Chr1	10620624	10621899	15	1275
Chr1	10745747	10747532	18	1785
Chr1	10823846	10824737	10	891
Chr1	10824737	10825654	18	917
Chr1	10862316	10863254	25	938
Chr1	10987144	10988267	16	1123
Chr1	10988271	10989037	22	766
Chr1	11029474	11030479	13	1005
Chr1	11030602	11033163	18	2561
Chr1	11033163	11033954	15	791
Chr1	11040090	11041125	13	1035
Chr1	11045750	11046280	16	530
Chr1	11050577	11051256	18	679
Chr1	11086800	11089546	11	2746
Chr1	11089576	11090510	10	934
Chr1	11111160	11113244	20	2084
Chr1	11114454	11116433	11	1979
Chr1	11119073	11125202	12	6129
Chr1	11125202	11125889	13	687
Chr1	11151621	11152308	18	687
Chr1	11152308	11153936	19	1628
Chr1	11153936	11155529	27	1593
Chr1	11158976	11160291	13	1315
Chr1	11170415	11175161	30	4746
Chr1	11175161	11178931	15	3770
Chr1	11200705	11201276	17	571
Chr1	11224806	11226755	15	1949
Chr1	11250938	11252936	30	1998
Chr1	11260187	11261249	29	1062
Chr1	11261249	11261857	28	608
Chr1	11261870	11263941	19	2071
Chr1	11264473	11265329	26	856
Chr1	11265329	11266584	21	1255
Chr1	11305754	11306461	19	707
Chr1	11306934	11307535	20	601
Chr1	11307535	11308973	19	1438
Chr1	11308976	11309992	26	1016
Chr1	11319973	11320820	23	847
Chr1	11320829	11326063	30	5234
Chr1	11326063	11331674	25	5611
Chr1	11331674	11338987	30	7313
Chr1	11338989	11340354	17	1365
Chr1	11356771	11358099	24	1328
Chr1	11373837	11374725	31	888
Chr1	11429662	11430314	26	652
Chr1	11443628	11444397	23	769
Chr1	11450114	11452139	30	2025
Chr1	11478132	11479280	23	1148
Chr1	11479280	11480337	20	1057
Chr1	11505610	11517640	25	12030
Chr1	11517640	11520040	21	2400
Chr1	11523690	11524367	18	677
Chr1	11524367	11525378	22	1011
Chr1	11525382	11529007	22	3625
Chr1	11529449	11530137	24	688
Chr1	11530137	11530829	23	692
Chr1	11530829	11532817	24	1988
Chr1	11532817	11533415	25	598
Chr1	11533415	11534949	23	1534
Chr1	11534949	11537035	24	2086
Chr1	11537035	11546913	23	9878
Chr1	11546999	11549657	23	2658
Chr1	11664298	11665427	15	1129
Chr1	11665427	11665992	16	565
Chr1	11665999	11669290	14	3291
Chr1	11669526	11673047	21	3521
Chr1	11673047	11673683	20	636
Chr1	11691514	11692684	17	1170
Chr1	11692684	11693591	16	907
Chr1	11714859	11715498	30	639
Chr1	11798980	11803154	12	4174
Chr1	11803154	11805344	18	2190
Chr1	11811779	11816404	23	4625
Chr1	11825871	11826481	16	610
Chr1	11826481	11827015	17	534
Chr1	11827015	11828502	16	1487
Chr1	11828502	11831456	15	2954
Chr1	11856977	11857728	11	751
Chr1	11857773	11859216	11	1443
Chr1	11909764	11910734	18	970
Chr1	11910734	11911386	13	652
Chr1	11911386	11913766	10	2380
Chr1	11913766	11914599	11	833
Chr1	11915747	11916999	19	1252
Chr1	11916999	11918764	20	1765
Chr1	11919009	11920263	20	1254
Chr1	11920263	11924013	19	3750
Chr1	11924261	11925534	20	1273
Chr1	11947046	11947732	12	686
Chr1	11957574	11958500	10	926
Chr1	11980443	11981646	27	1203
Chr1	11995347	11997949	12	2602
Chr1	12002241	12002847	10	606
Chr1	12002867	12004638	12	1771
Chr1	12010343	12010963	20	620
Chr1	12025469	12026856	24	1387
Chr1	12038597	12042596	24	3999
Chr1	12099277	12100323	14	1046
Chr1	12100323	12103175	15	2852
Chr1	12159180	12165760	15	6580
Chr1	12178367	12179396	15	1029
Chr1	12181883	12184621	15	2738
Chr1	12205953	12206537	29	584
Chr1	12241431	12242220	13	789
Chr1	12242220	12242969	30	749
Chr1	12242969	12245796	10	2827
Chr1	12262134	12262732	12	598
Chr1	12262732	12263460	13	728
Chr1	12276242	12277206	17	964
Chr1	12277206	12277786	19	580
Chr1	12277862	12278369	23	507
Chr1	12295613	12299193	30	3580
Chr1	12318436	12320318	11	1882
Chr1	12320566	12321724	13	1158
Chr1	12350481	12352606	26	2125
Chr1	12352609	12355336	13	2727
Chr1	12355336	12356203	12	867
Chr1	12356475	12358597	14	2122
Chr1	12358930	12359518	28	588
Chr1	12359945	12360670	14	725
Chr1	12361065	12362288	11	1223
Chr1	12385892	12386690	23	798
Chr1	12386690	12388546	30	1856
Chr1	12398834	12401241	20	2407
Chr1	12401241	12402110	24	869
Chr1	12402110	12403215	23	1105
Chr1	12403215	12403779	21	564
Chr1	12403779	12405605	20	1826
Chr1	12405830	12408290	19	2460
Chr1	12408683	12412029	20	3346
Chr1	12415548	12416119	10	571
Chr1	12416119	12416812	12	693
Chr1	12416968	12417636	13	668
Chr1	12418025	12418805	11	780
Chr1	12424518	12428785	20	4267
Chr1	12429263	12429803	20	540
Chr1	12429803	12432015	21	2212
Chr1	12432015	12434727	20	2712
Chr1	12435059	12436278	20	1219
Chr1	12436278	12437177	22	899
Chr1	12437177	12438095	20	918
Chr1	12479639	12480889	26	1250
Chr1	12489894	12490490	11	596
Chr1	12490490	12491710	10	1220
Chr1	12519485	12520367	22	882
Chr1	12522949	12523470	22	521
Chr1	12551168	12551725	12	557
Chr1	12552008	12552814	16	806
Chr1	12584792	12587781	28	2989
Chr1	12587781	12588796	20	1015
Chr1	12588797	12589459	17	662
Chr1	12589459	12590831	14	1372
Chr1	12593485	12594175	13	690
Chr1	12594498	12595040	13	542
Chr1	12595322	12597256	13	1934
Chr1	12613061	12614123	22	1062
Chr1	12614138	12615635	24	1497
Chr1	12643022	12644968	11	1946
Chr1	12663444	12665158	30	1714
Chr1	12686481	12687036	19	555
Chr1	12687135	12692170	20	5035
Chr1	12692803	12693840	19	1037
Chr1	12694298	12695957	17	1659
Chr1	12697012	12699825	15	2813
Chr1	12700308	12702351	15	2043
Chr1	12702351	12702860	30	509
Chr1	12702860	12707479	29	4619
Chr1	12711258	12712313	22	1055
Chr1	12712313	12713351	10	1038
Chr1	12721932	12725315	17	3383
Chr1	12736038	12738373	27	2335
Chr1	12738373	12741554	23	3181
Chr1	12741935	12744219	23	2284
Chr1	12744372	12751092	28	6720
Chr1	12751097	12753721	30	2624
Chr1	12753721	12755406	26	1685
Chr1	12755956	12758279	22	2323
Chr1	12760861	12762551	23	1690
Chr1	12773174	12777604	28	4430
Chr1	12777607	12782936	23	5329
Chr1	12782937	12785176	28	2239
Chr1	12790013	12790573	11	560
Chr1	12790573	12794891	13	4318
Chr1	12795121	12798274	24	3153
Chr1	12798633	12800523	24	1890
Chr1	12800523	12801630	22	1107
Chr1	12802007	12803678	25	1671
Chr1	12804131	12804830	21	699
Chr1	12805420	12806215	10	795
Chr1	12808872	12810761	10	1889
Chr1	12815700	12818696	20	2996
Chr1	12818696	12819614	22	918
Chr1	12819614	12820833	23	1219
Chr1	12820833	12822054	11	1221
Chr1	12827254	12828080	31	826
Chr1	12828080	12828617	29	537
Chr1	12828617	12832057	28	3440
Chr1	12832057	12832752	29	695
Chr1	12832752	12834513	30	1761
Chr1	12834995	12839278	28	4283
Chr1	12839278	12840604	30	1326
Chr1	12840604	12841705	31	1101
Chr1	12841719	12848469	26	6750
Chr1	12848564	12849461	14	897
Chr1	12849461	12852630	12	3169
Chr1	12852673	12853718	12	1045
Chr1	12854173	12854916	16	743
Chr1	12854947	12855585	12	638
Chr1	12859027	12860467	12	1440
Chr1	12862918	12864973	30	2055
Chr1	12882619	12885907	18	3288
Chr1	12888029	12889410	18	1381
Chr1	12902367	12903503	10	1136
Chr1	12903503	12904311	11	808
Chr1	12904311	12905230	16	919
Chr1	12911596	12913141	11	1545
Chr1	12913141	12913680	12	539
Chr1	12913680	12914209	11	529
Chr1	12914209	12915168	12	959
Chr1	12915168	12916837	24	1669
Chr1	12916837	12917523	12	686
Chr1	12951828	12955994	29	4166
Chr1	12959549	12963546	10	3997
Chr1	12967914	12969400	20	1486
Chr1	12969400	12970437	21	1037
Chr1	12970437	12973566	20	3129
Chr1	13006550	13008055	10	1505
Chr1	13012210	13013058	11	848
Chr1	13013058	13014196	12	1138
Chr1	13065257	13066368	14	1111
Chr1	13127280	13128326	14	1046
Chr1	13128376	13129757	22	1381
Chr1	13135795	13140383	27	4588
Chr1	13140389	13144176	18	3787
Chr1	13145473	13146096	20	623
Chr1	13146512	13148923	18	2411
Chr1	13160818	13163141	14	2323
Chr1	13163148	13165255	13	2107
Chr1	13168730	13171317	26	2587
Chr1	13171349	13171853	26	504
Chr1	13174333	13175233	10	900
Chr1	13176447	13176976	10	529
Chr1	13181907	13182623	19	716
Chr1	13182623	13187570	17	4947
